PolicyId,Year,Month,PrevMonth,MeanTimeBetween,TimingProb,TargetMean,Efm,EfmI,EfmD,EstimatedPayout,ActualPayout,PercentError,,,EstimatedPayout,ActualPayout,PercentError
621055,2016,April,March,0,0,69.8,0,0,0,0,0,0,,,,,
621156,2016,April,February,4.5,0,326.7766666667,0,0,0,0,0,0,,,,,
621177,2016,April,November,0,0,2.68,0,0,0,0,0,0,,,,,
621180,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
621194,2016,April,January,2,0,113.44,0,0,0,0,0,0,,,,,
621229,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
621263,2016,April,January,4,1.25,7.2,0,0,0,9,0,100,,,,,
621355,2016,April,January,5,0,536.145,-0.0012059343,0,0,0,0,0,,,,,
621376,2016,April,January,1.1666666667,0,76.3957142857,0,0,0,0,0,0,,,,,
621409,2016,April,January,5,0,58.415,0,0,0,0,0,0,,,,,
621423,2016,April,November,0,0,22.33,0,0,0,0,0,0,,,,,
621432,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
621465,2016,April,January,2,0,804.245,-0.3564271034,0,0,0,0,0,,,,,
621500,2016,April,January,7,0,62.05,0,0,0,0,124.1,-100,,,,,
621545,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
621629,2016,April,February,8,0,84.9,-0.0463320463,0,0,0,0,0,,,,,
621658,2016,April,February,5,1.75,852.57,-0.2657894737,0,0,1888.55,0,100,,,,,
621912,2016,April,September,0,0,211.43,0,0,0,0,0,0,,,,,
622013,2016,April,September,0,0,37.4,0,0,0,0,0,0,,,,,
622090,2016,April,January,3.5,1.0555555556,0,0,0,0,0,0,0,,,,,
622121,2016,April,January,4,0,163.37,0,0,0,0,0,0,,,,,
622180,2016,April,March,1.8333333333,1.0324675325,74.0114285714,0.3345790081,0,0,50.85,0,100,,,,,
622266,2016,April,February,2.5,1.0227272727,98.218,0,0,0,100.45,0,100,,,,,
622282,2016,April,January,3.3333333333,1.0131578947,35.9525,0,0,0,36.43,0,100,,,,,
622292,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
622336,2016,April,January,7,0,56.79,0,0,0,0,113.58,-100,,,,,
622420,2016,April,November,0,0,1206.27,0,0,0,0,0,0,,,,,
622526,2016,April,February,5,0,211.475,-2.686304053,0,0,0,0,0,,,,,
622617,2016,April,February,10,0,0,0,0,0,0,0,0,,,,,
622711,2016,April,December,0,0,267.77,0,0,0,0,0,0,,,,,
622786,2016,April,March,4.5,1.0714285714,0,0,0,0,0,0,0,,,,,
622845,2016,April,January,1,0,211.995,-0.2496552212,0,0,0,0,0,,,,,
622902,2016,April,March,8,0,520.495,0,0,0,0,0,0,,,,,
623011,2016,April,July,0,0,42.27,0,0,0,0,0,0,,,,,
623015,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
623036,2016,April,April,1.8,1.3214285714,41.875,0,0,0,55.33,15.86,248.8650693569,,,,,
623042,2016,April,March,3,1.5,18.6633333333,1,0,0,0,0,0,,,,,
623043,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
623045,2016,April,March,2.5,1.15,592.78,0.0185660607,0,0,669.04,0,100,,,,,
623105,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
623156,2016,April,January,2,0,71.305,0,0,0,0,0,0,,,,,
623158,2016,April,April,0,0,31.22,0,0,0,0,31.22,-100,,,,,
623162,2016,April,January,1.5,0,517.67,-0.0720175287,0,0,0,164.14,-100,,,,,
623212,2016,April,March,4,1.0833333333,35.85,1,0,0,0,0,0,,,,,
623271,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
623302,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
623347,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
623352,2016,April,March,2.5,1.0441176471,0,0,0,0,0,0,0,,,,,
623378,2016,April,January,5,0,315.625,-0.1316921845,0,0,0,0,0,,,,,
623383,2016,April,April,1,0,45.01,0,0,0,0,0,0,,,,,
623436,2016,April,January,1.5,0,54.4033333333,0,0,0,0,0,0,,,,,
623439,2016,April,January,3,0,27.4766666667,0,0,0,0,0,0,,,,,
623468,2016,April,February,2.5,1.0555555556,52.8766666667,1,0,0,0,0,0,,,,,
623476,2016,April,March,2.25,1.1315789474,224.156,0,0,0,253.65,0,100,,,,,
623487,2016,April,January,2,0,1301.515,0,0,0,0,0,0,,,,,
623493,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
623505,2016,April,March,3,1.1666666667,0,0,0,0,0,0,0,,,,,
623524,2016,April,February,3,1.25,233.62,0,0,0,292.02,0,100,,,,,
623628,2016,April,January,8,0,48.215,0,0,0,0,96.43,-100,,,,,
623652,2016,April,February,0,0,0,0,0,0,0,0,0,,,,,
623658,2016,April,March,1.25,1.0357142857,174.88,0.8548083876,0,0,26.3,0,100,,,,,
623660,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
623671,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
623675,2016,April,January,4,0,1295.425,0,0,0,0,0,0,,,,,
623730,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
623837,2016,April,February,1,0,0,0,0,0,0,0,0,,,,,
623864,2016,April,February,6,0,0,0,0,0,0,0,0,,,,,
623877,2016,April,August,0,0,19.29,0,0,0,0,0,0,,,,,
623939,2016,April,January,1,0,89.785,0,0,0,0,0,0,,,,,
623953,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
624011,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
624055,2016,April,April,0,0,136.5,0,0,0,0,136.5,-100,,,,,
624065,2016,April,March,9,0,0,0,0,0,0,0,0,,,,,
624085,2016,April,June,0,0,9.84,0,0,0,0,0,0,,,,,
624122,2016,April,April,1.8,1.1323529412,127.5433333333,-0.0491912464,0,0,151.53,441.08,-65.6456878571,,,,,
624138,2016,April,January,4,0,167.765,0,0,0,0,335.53,-100,,,,,
624169,2016,April,April,3,1.1071428571,132.0625,0.1455412227,0,0,124.93,77.66,60.8678856554,,,,,
624221,2016,April,April,0,0,544.87,0,0,0,0,544.87,-100,,,,,
624226,2016,April,January,4,1.25,33.3666666667,0,0,0,41.71,28.98,43.9268461008,,,,,
624265,2016,April,December,0,0,13.6,0,0,0,0,0,0,,,,,
624292,2016,April,March,3.5,0,10.7066666667,0,0,0,0,0,0,,,,,
624309,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
624341,2016,April,January,2,0,15.285,0,0,0,0,0,0,,,,,
624430,2016,April,March,1,0,57.6933333333,0,0,0,0,0,0,,,,,
624476,2016,April,April,1,0,1052.9925,-0.0307501072,0,0,0,113.3,-100,,,,,
624477,2016,April,January,2,0,146.95,-1.1466831017,0,0,0,0,0,,,,,
624584,2016,April,March,1.5,1.1666666667,73.6557142857,0.0328229122,0,0,83.11,0,100,,,,,
624608,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
624661,2016,April,January,3,1,0,0,0,0,0,0,0,,,,,
624697,2016,April,October,0,0,29.14,0,0,0,0,0,0,,,,,
624711,2016,April,August,0,0,167.02,0,0,0,0,0,0,,,,,
624759,2016,April,March,9,0,133.05,0,0,0,0,0,0,,,,,
624801,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
624831,2016,April,March,2,0,4.5,0,0,0,0,0,0,,,,,
624837,2016,April,March,4.5,1.14,387.35,0,0,0,441.58,0,100,,,,,
624925,2016,April,March,2,1.25,34.7833333333,0,0,0,43.48,0,100,,,,,
624979,2016,April,February,0,0,376.71,0,0,0,0,0,0,,,,,
625007,2016,April,March,2.5,1.0441176471,19.968,0,0,0,20.85,0,100,,,,,
625059,2016,April,March,2,0,27.2916666667,0,0,0,0,0,0,,,,,
625085,2016,April,January,5,0,0,0,0,0,0,0,0,,,,,
625133,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
625150,2016,April,March,2.5,1.1666666667,286.2866666667,0.0075035419,0,0,331.49,0,100,,,,,
625246,2016,April,April,4.5,1.5,23.4933333333,0,0,0,35.24,0,100,,,,,
625284,2016,April,April,2.3333333333,1.109375,79.4975,0,0,0,88.19,111,-20.5495495495,,,,,
625285,2016,April,October,0,0,13.42,0,0,0,0,0,0,,,,,
625325,2016,April,January,7,0,1.605,0,0,0,0,3.21,-100,,,,,
625340,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
625372,2016,April,January,1,0,111.085,0,0,0,0,222.17,-100,,,,,
625420,2016,April,January,2,0.9166666667,62.8225,0,0,0,57.59,0,100,,,,,
625423,2016,April,March,1,0,0,0,0,0,0,0,0,,,,,
625462,2016,April,March,3.5,0,22.26,0,0,0,0,0,0,,,,,
625545,2016,April,April,1.6666666667,1.3125,249.88,0,0,0,327.97,563,-41.7460035524,,,,,
625583,2016,April,August,0,0,518.54,0,0,0,0,0,0,,,,,
625584,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
625668,2016,April,February,3,1.0625,0,0,0,0,0,0,0,,,,,
625677,2016,April,April,2.5,1.25,76.536,-0.0581076328,0,0,101.23,28.31,257.576827976,,,,,
625718,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
625721,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
625868,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
625887,2016,April,January,0,0,0,0,0,0,0,0,0,,,,,
625916,2016,April,February,2,1,0,0,0,0,0,0,0,,,,,
625971,2016,April,January,1,0,273.265,-0.0767152776,0,0,0,510.18,-100,,,,,
625996,2016,April,February,2,1,38.78,1,0,0,0,0,0,,,,,
626020,2016,April,January,6,0,11.705,0,0,0,0,0,0,,,,,
626057,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
626096,2016,April,January,1,0,170.475,0,0,0,0,0,0,,,,,
626120,2016,April,January,2,0,0,0,0,0,0,0,0,,,,,
626188,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
626205,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
626248,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
626250,2016,April,January,1,0,1257.795,-0.0220041087,0,0,0,0,0,,,,,
626270,2016,April,January,8,0,231.535,0,0,0,0,463.07,-100,,,,,
626332,2016,April,December,0,0,471.25,0,0,0,0,0,0,,,,,
626344,2016,April,March,3,1.125,606.6033333333,1,0,0,0,0,0,,,,,
626389,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
626406,2016,April,April,2,0,449.16,0,0,0,0,0,0,,,,,
626416,2016,April,January,4,0,6.59,0,0,0,0,0,0,,,,,
626552,2016,April,March,1.8333333333,1.0862068966,180.5814285714,0.2936441116,0,0,138.55,0,100,,,,,
626622,2016,April,March,5.5,1.0918367347,0,0,0,0,0,0,0,,,,,
626693,2016,April,August,0,0,89.24,0,0,0,0,0,0,,,,,
626799,2016,April,January,0,0,855.01,0,0,0,0,0,0,,,,,
626926,2016,April,April,3,0,0,0,0,0,0,0,0,,,,,
626931,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
626978,2016,April,January,7,0,2.895,0,0,0,0,5.79,-100,,,,,
627036,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
627153,2016,April,January,1,0,114.985,0,0,0,0,229.97,-100,,,,,
627161,2016,April,May,0,0,266.3,0,0,0,0,0,0,,,,,
627200,2016,April,March,2.3333333333,0,5.4625,0,0,0,0,0,0,,,,,
627250,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
627251,2016,April,February,0,0,432.64,0,0,0,0,0,0,,,,,
627260,2016,April,March,3,1.5,133.2633333333,0.5602169841,0,0,87.91,0,100,,,,,
627270,2016,April,April,1.25,1.4166666667,23.2988888889,0.0493017954,0,0,31.38,26.9,16.6542750929,,,,,
627291,2016,April,February,0,0,0,0,0,0,0,0,0,,,,,
627372,2016,April,February,0,0,0,0,0,0,0,0,0,,,,,
627441,2016,April,March,2,0,0,0,0,0,0,0,0,,,,,
627451,2016,April,March,2,0,0,0,0,0,0,0,0,,,,,
627474,2016,April,May,0,0,604.79,0,0,0,0,0,0,,,,,
627528,2016,April,January,10,0,0,0,0,0,0,0,0,,,,,
627536,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
627544,2016,April,May,0,0,51.86,0,0,0,0,0,0,,,,,
627551,2016,April,April,1.1,1.6111111111,106.3836363636,0.0632865038,0,0,160.55,51.11,214.126394052,,,,,
627565,2016,April,February,1.8333333333,0.9935064935,759.6271428571,0.3030206875,0,0,526.01,0,100,,,,,
627583,2016,April,April,1,0,28.99,-0.4548748353,0,0,0,44.17,-100,,,,,
627592,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
627617,2016,April,April,1.8,1.3214285714,0,0,0,0,0,0,0,,,,,
627661,2016,April,January,3,0,312.225,-0.1580777743,0,0,0,0,0,,,,,
627666,2016,April,January,1.3333333333,0.375,29.7671428571,0,0,0,11.16,0,100,,,,,
627711,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
627778,2016,April,April,2.6666666667,1.08,47.4475,0,0,0,51.24,180.36,-71.5901530273,,,,,
627815,2016,April,November,0,0,207.5,0,0,0,0,0,0,,,,,
627963,2016,April,January,1,0,155.985,0,0,0,0,0,0,,,,,
627996,2016,April,January,2,0.75,23.92,0,0,0,17.94,0,100,,,,,
628109,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
628115,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
628123,2016,April,January,1.2,0,74.0716666667,0,0,0,0,151.5,-100,,,,,
628219,2016,April,April,1.75,1.3181818182,384.138,0.0939953507,0,0,458.77,0,100,,,,,
628233,2016,April,January,10,0,780.285,0,0,0,0,0,0,,,,,
628240,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
628258,2016,April,June,0,0,36.43,0,0,0,0,0,0,,,,,
628260,2016,April,January,1.3333333333,0,288.7125,-0.3111877284,0,0,0,0,0,,,,,
628275,2016,April,September,0,0,1553.03,0,0,0,0,0,0,,,,,
628324,2016,April,March,5,0,40.21,0,0,0,0,0,0,,,,,
628336,2016,April,January,1,0,160.94,0,0,0,0,0,0,,,,,
628380,2016,April,September,0,0,316.71,0,0,0,0,0,0,,,,,
628411,2016,April,March,1.1111111111,1.0625,167.14,0.2143115087,0,0,139.53,0,100,,,,,
628421,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
628424,2016,April,February,3.5,0,79.2566666667,-0.3352672293,0,0,0,0,0,,,,,
628598,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
628610,2016,April,January,2,0,60.25,-1.1416893733,0,0,0,0,0,,,,,
628614,2016,April,January,1,0,2.465,0,0,0,0,0,0,,,,,
628666,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
628668,2016,April,March,1.4,1.1666666667,0,0,0,0,0,0,0,,,,,
628772,2016,April,March,1,0,0,0,0,0,0,0,0,,,,,
628831,2016,April,March,0,0,0,0,0,0,0,0,0,,,,,
628865,2016,April,April,1.3333333333,2,388.8825,0,0,0,777.76,152.58,409.7391532311,,,,,
628919,2016,April,April,0,0,25.03,0,0,0,0,25.03,-100,,,,,
628921,2016,April,February,3,1.0625,22.87,0,0,0,24.3,0,100,,,,,
628926,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
628972,2016,April,January,7,0,0,0,0,0,0,0,0,,,,,
629000,2016,April,August,0,0,1366.45,0,0,0,0,0,0,,,,,
629069,2016,April,August,0,0,14.61,0,0,0,0,0,0,,,,,
629089,2016,April,January,1.6666666667,0,184.3875,0,0,0,0,0,0,,,,,
629140,2016,April,December,0,0,222.02,0,0,0,0,0,0,,,,,
629193,2016,April,March,1.8,1.1428571429,9.4883333333,0,0,0,10.84,0,100,,,,,
629343,2016,April,January,3,0,56.705,0,0,0,0,0,0,,,,,
629375,2016,April,January,1,0,363.54,0,0,0,0,0,0,,,,,
629523,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
629567,2016,April,April,2.3333333333,1.25,0,0,0,0,0,0,0,,,,,
629572,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
629579,2016,April,February,5,1.0833333333,535.7966666667,-0.013277772,0,0,588.15,0,100,,,,,
629601,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
629641,2016,April,July,0,0,337.33,0,0,0,0,0,0,,,,,
629665,2016,April,March,1.2222222222,1.0714285714,84.516,0.2486750541,0,0,68.03,0,100,,,,,
629668,2016,April,January,3.5,1.5,0,0,0,0,0,0,0,,,,,
629717,2016,April,February,1,0,56.355,0,0,0,0,0,0,,,,,
629718,2016,April,February,7,0,7.845,0,0,0,0,0,0,,,,,
629892,2016,April,February,0,0,386.43,0,0,0,0,0,0,,,,,
629936,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
629943,2016,April,January,1,0,8.145,0,0,0,0,0,0,,,,,
629965,2016,April,January,2,0,0,0,0,0,0,0,0,,,,,
629974,2016,April,April,2,1.1666666667,227.984,0.488760218,0,0,135.98,444.69,-69.4213946794,,,,,
630035,2016,April,April,1.1,1.6111111111,109.2890909091,0.1320519883,0,0,152.83,45.09,238.9443335551,,,,,
630044,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
630045,2016,April,January,1,0,252.9366666667,-0.1078425581,0,0,0,0,0,,,,,
630049,2016,April,April,5,1.3125,11.3566666667,0,0,0,14.91,34.07,-56.2371587907,,,,,
630050,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
630073,2016,April,March,1.5,1.5,38.3666666667,0.1678165584,0,0,47.89,0,100,,,,,
630088,2016,April,May,0,0,63.77,0,0,0,0,0,0,,,,,
630114,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
630134,2016,April,January,10,0,0,0,0,0,0,0,0,,,,,
630138,2016,April,November,0,0,269.29,0,0,0,0,0,0,,,,,
630140,2016,April,January,5,0,0,0,0,0,0,0,0,,,,,
630154,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
630260,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
630263,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
630275,2016,April,February,6,0,54.955,0,0,0,0,0,0,,,,,
630277,2016,April,August,0,0,0,0,0,0,0,0,0,,,,,
630307,2016,April,January,3,1,705.8733333333,0,0,0,705.87,9.12,7639.802631579,,,,,
630340,2016,April,March,1.5,1.5,0,0,0,0,0,0,0,,,,,
630358,2016,April,January,1,0,33.75,0,0,0,0,0,0,,,,,
630382,2016,April,April,3,1.75,208.955,-0.0011037811,0,0,366.07,390,-6.1358974359,,,,,
630390,2016,April,January,5,0,6.425,0,0,0,0,12.85,-100,,,,,
630397,2016,April,September,0,0,146.21,0,0,0,0,0,0,,,,,
630424,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
630445,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
630460,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
630543,2016,April,October,0,0,98.62,0,0,0,0,0,0,,,,,
630547,2016,April,January,9,0,79.295,-0.3722362776,0,0,0,0,0,,,,,
630587,2016,April,April,1,0,82.8141666667,0.0287587651,0,0,0,49.57,-100,,,,,
630718,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
630741,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
630784,2016,April,August,0,0,23.58,0,0,0,0,0,0,,,,,
630825,2016,April,January,4,0,0.03,0,0,0,0,0,0,,,,,
630925,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
630959,2016,April,March,3,0,356.28,-0.085178372,0,0,0,0,0,,,,,
630982,2016,April,April,1,0,84.5,0.7505882353,0,0,0,116.36,-100,,,,,
630987,2016,April,January,7,0,5.355,0,0,0,0,10.71,-100,,,,,
631007,2016,April,January,3,0,0,0,0,0,0,0,0,,,,,
631042,2016,April,March,1,0,453,0,0,0,0,0,0,,,,,
631079,2016,April,April,1.2222222222,1.3928571429,136.513,0,0,0,190.14,134.21,41.6734967588,,,,,
631112,2016,April,January,5,0,0,0,0,0,0,0,0,,,,,
631115,2016,April,June,0,0,46.83,0,0,0,0,0,0,,,,,
631121,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
631122,2016,April,March,4,0,0,0,0,0,0,0,0,,,,,
631268,2016,April,July,0,0,64.53,0,0,0,0,0,0,,,,,
631281,2016,April,April,1,0,41.4888888889,0,0,0,0,2.05,-100,,,,,
631299,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
631300,2016,April,February,1,0,26.545,1,0,0,0,0,0,,,,,
631306,2016,April,February,10,0,98.255,-3.0560984437,0,0,0,0,0,,,,,
631321,2016,April,January,5,0,15.15,0,0,0,0,0,0,,,,,
631332,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
631346,2016,April,March,2,0,0,0,0,0,0,0,0,,,,,
631358,2016,April,March,6,0,234.565,0,0,0,0,0,0,,,,,
631393,2016,April,March,6,0,370.93,0,0,0,0,0,0,,,,,
631433,2016,April,September,0,0,102.12,0,0,0,0,0,0,,,,,
631453,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
631568,2016,April,April,1.1,1.6111111111,35.1254545455,0,0,0,56.59,59.14,-4.3118025025,,,,,
631677,2016,April,January,6,0,0,0,0,0,0,0,0,,,,,
631681,2016,April,February,3,0,0,0,0,0,0,0,0,,,,,
631682,2016,April,May,0,0,70.73,0,0,0,0,0,0,,,,,
631697,2016,April,February,2.5,1.05,0,0,0,0,0,0,0,,,,,
631712,2016,April,August,0,0,0,0,0,0,0,0,0,,,,,
631745,2016,April,January,2.5,0.9444444444,87.1266666667,-0.2573560951,0,0,103.46,0,100,,,,,
631784,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
631836,2016,April,April,0,0,272.14,0,0,0,0,272.14,-100,,,,,
631928,2016,April,January,0,0,560.94,0,0,0,0,0,0,,,,,
631957,2016,April,January,0,0,0,0,0,0,0,0,0,,,,,
631959,2016,April,April,3,0,343.555,0,0,0,0,0,0,,,,,
631961,2016,April,February,6,0,15,0,0,0,0,0,0,,,,,
631971,2016,April,August,0,0,139.29,0,0,0,0,0,0,,,,,
631992,2016,April,January,11,0,42.43,0,0,0,0,0,0,,,,,
632011,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
632054,2016,April,May,0,0,7.08,0,0,0,0,0,0,,,,,
632084,2016,April,April,1,0,254.4533333333,1,0,0,0,297.94,-100,,,,,
632101,2016,April,July,0,0,711.88,0,0,0,0,0,0,,,,,
632145,2016,April,February,2.5,1.0555555556,1446.5733333333,1,0,0,0,0,0,,,,,
632178,2016,April,April,5,1.3125,10.29,0,0,0,13.51,0,100,,,,,
632192,2016,April,February,2.5,1.5,31.5833333333,0,0,0,47.38,0,100,,,,,
632205,2016,April,April,3,0,6.105,0,0,0,0,0,0,,,,,
632263,2016,April,January,1,0,50.435,0,0,0,0,100.87,-100,,,,,
632266,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
632267,2016,April,January,1,0,0,0,0,0,0,0,0,,,,,
632268,2016,April,January,1.5,0,121.8666666667,0,0,0,0,0,0,,,,,
632291,2016,April,January,2.5,0.5,334.1433333333,0,0,0,167.07,0,100,,,,,
632308,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
632387,2016,April,January,4,1.25,13.3866666667,-0.0090556274,0,0,16.88,0.28,5928.5714285714,,,,,
632448,2016,April,April,2,1.5,115.1625,0,0,0,172.74,196.8,-12.2256097561,,,,,
632455,2016,April,January,1.5,0,0,0,0,0,0,0,0,,,,,
632468,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
632494,2016,April,May,0,0,0,0,0,0,0,0,0,,,,,
632495,2016,April,January,1,0,84.655,0,0,0,0,0,0,,,,,
632499,2016,April,June,0,0,373.57,0,0,0,0,0,0,,,,,
632517,2016,April,March,4.5,1.14,0,0,0,0,0,0,0,,,,,
632529,2016,April,December,0,0,2192.2,0,0,0,0,0,0,,,,,
632530,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
632532,2016,April,July,0,0,1110.39,0,0,0,0,0,0,,,,,
632534,2016,April,May,0,0,168.76,0,0,0,0,0,0,,,,,
632561,2016,April,March,1.25,1.1666666667,248.814,1,0,0,0,0,0,,,,,
632563,2016,April,January,3,0,92.105,-1.0276994526,0,0,0,61.96,-100,,,,,
632576,2016,April,February,2.5,1.5,409.6166666667,0,0,0,614.42,0,100,,,,,
632588,2016,April,January,1.3333333333,0,42.37,0,0,0,0,0,0,,,,,
632597,2016,April,November,0,0,15.06,0,0,0,0,0,0,,,,,
632600,2016,April,January,4,0,44.95,0,0,0,0,0,0,,,,,
632658,2016,April,January,2,0,89.385,0,0,0,0,0,0,,,,,
632697,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
632743,2016,April,April,1.3333333333,1.5,83.2457142857,-0.1295926937,0,0,141.05,111.15,26.9005847953,,,,,
632756,2016,April,March,4,0,213.795,0,0,0,0,0,0,,,,,
632758,2016,April,July,0,0,29.74,0,0,0,0,0,0,,,,,
632759,2016,April,June,0,0,57.19,0,0,0,0,0,0,,,,,
632772,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
632773,2016,April,February,0,0,177.75,0,0,0,0,0,0,,,,,
632785,2016,April,February,9,0,171.955,-0.1726714392,0,0,0,0,0,,,,,
632805,2016,April,May,0,0,55.2,0,0,0,0,0,0,,,,,
632853,2016,April,February,4,0,0,0,0,0,0,0,0,,,,,
632920,2016,April,January,4,0,0,0,0,0,0,0,0,,,,,
632982,2016,April,January,3,0,1132.78,0,0,0,0,2265.56,-100,,,,,
632987,2016,April,March,4.5,1.14,0,0,0,0,0,0,0,,,,,
632993,2016,April,December,0,0,165.66,0,0,0,0,0,0,,,,,
633001,2016,April,November,0,0,0,0,0,0,0,0,0,,,,,
633011,2016,April,January,3,0,123.43,-0.6999805561,0,0,0,0,0,,,,,
633042,2016,April,January,6,0,12.155,0,0,0,0,0,0,,,,,
633047,2016,April,January,4,0,343.41,0,0,0,0,0,0,,,,,
633164,2016,April,November,0,0,9.75,0,0,0,0,0,0,,,,,
633176,2016,April,September,0,0,429.6,0,0,0,0,0,0,,,,,
633189,2016,April,March,3,0,0,0,0,0,0,0,0,,,,,
633233,2016,April,February,3,0,309.005,-0.34605591,0,0,0,0,0,,,,,
633270,2016,April,January,3,1,0,0,0,0,0,0,0,,,,,
633324,2016,April,January,8,0,0,0,0,0,0,0,0,,,,,
633363,2016,April,December,0,0,1587.25,0,0,0,0,0,0,,,,,
633400,2016,April,April,1.1,1.6111111111,32.1563636364,0,0,0,51.81,38.55,34.3968871595,,,,,
633439,2016,April,September,0,0,0,0,0,0,0,0,0,,,,,
633456,2016,April,January,5,0,0,0,0,0,0,0,0,,,,,
633550,2016,April,June,0,0,0,0,0,0,0,0,0,,,,,
633556,2016,April,January,0,0,4.32,0,0,0,0,0,0,,,,,
633614,2016,April,January,5,0,7.65,0,0,0,0,0,0,,,,,
633768,2016,April,January,6,0,200.02,0,0,0,0,0,0,,,,,
633772,2016,April,December,0,0,0,0,0,0,0,0,0,,,,,
633775,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
633796,2016,April,April,1.125,1.6428571429,30.5555555556,0,0,0,50.2,32.54,54.2716656423,,,,,
633859,2016,April,April,2.5,0,64.08,0,0,0,0,43.29,-100,,,,,
633908,2016,April,January,2.5,0.5,33.98,0,0,0,16.99,0,100,,,,,
633956,2016,April,October,0,0,0,0,0,0,0,0,0,,,,,
634023,2016,April,April,3,0,0,0,0,0,0,0,0,,,,,
634037,2016,April,April,0,0,0,0,0,0,0,0,0,,,,,
634066,2016,April,March,1.3333333333,1.25,120.705,0.4082492145,0,0,89.28,0,100,,,,,
634067,2016,April,March,0,0,35.38,0,0,0,0,0,0,,,,,
634148,2016,April,March,4,0,45.59,0,0,0,0,0,0,,,,,
634152,2016,April,July,0,0,0,0,0,0,0,0,0,,,,,
